Calendar Year,Decision Type,Nationality,Occupation,Count
2010,Approved,Iran,(not recorded),3
2010,Approved,Iran,Agricultural Scientist,0
2010,Approved,Iran,Arts Administrator or Manager,0
2010,Approved,Iran,Chef,0
2010,Approved,Iran,Developer Programmer,0
2010,Approved,Iran,Electrical Engineer,0
2010,Approved,Iran,Electronics Engineer,3
2010,Approved,Iran,ICT Business Analyst,3
2010,Approved,Iran,ICT Project Manager,0
2010,Approved,Iran,ICT Support Technicians nec,0
2010,Approved,Iran,Import Manager,3
2010,Approved,Iran,Mechanical Engineer,0
2010,Approved,Iran,Petroleum Engineer,3
2010,Approved,Iran,Sales Representative (Medical and Pharmaceutical Products),0
2010,Approved,Iran,Specialist Managers nec,0
2010,Approved,Iran,University Lecturer,3
2010,Approved,Iran,Vocational Education Teacher (Aus) / Polytechnic Teacher (NZ),0
2010,Approved,Iraq,Architect,0
2010,Approved,Iraq,Civil Engineer,0
2010,Approved,Iraq,Computer Network and Systems Engineer,3
2010,Approved,Ireland,(not recorded),0
2010,Approved,Ireland,Accommodation and Hospitality Managers nec,3
2010,Approved,Ireland,Accountant (General),3
2010,Approved,Ireland,Agricultural Consultant,3
2010,Approved,Ireland,Airconditioning and Mechanical Services Plumber,3
2010,Approved,Ireland,Airconditioning and Refrigeration Mechanic,0
2010,Approved,Ireland,Aircraft Maintenance Engineer (Mechanical),3
2010,Approved,Ireland,Anaesthetic Technician,0
2010,Approved,Ireland,Anaesthetist,0
2010,Approved,Ireland,Analyst Programmer,0
2010,Approved,Ireland,Bricklayer,3
2010,Approved,Ireland,Cafe or Restaurant Manager,3
2010,Approved,Ireland,Call or Contact Centre Team Leader,0
2010,Approved,Ireland,Cardiac Technician,3
2010,Approved,Ireland,Carpenter and Joiner,3
2010,Approved,Ireland,Chef,3
2010,Approved,Ireland,Chemistry Technician,0
2010,Approved,Ireland,Civil Engineer,3
2010,Approved,Ireland,Civil Engineering Draftsperson,3
2010,Approved,Ireland,Community Worker,3
2010,Approved,Ireland,Computer Network and Systems Engineer,6
2010,Approved,Ireland,Construction Project Manager,0
2010,Approved,Ireland,Corporate Services Manager,3
2010,Approved,Ireland,Dairy Cattle Farmer,3
2010,Approved,Ireland,Early Childhood (Pre-primary School) Teacher,0
2010,Approved,Ireland,Electrical Engineering Technician,3
2010,Approved,Ireland,Electrician (General),3
2010,Approved,Ireland,Electronics Engineer,3
2010,Approved,Ireland,Engineering Manager,0
2010,Approved,Ireland,Environmental Manager,3
2010,Approved,Ireland,External Auditor,3
2010,Approved,Ireland,Finance Manager,0
2010,Approved,Ireland,Forester (Aus) / Forest Scientist (NZ),0
2010,Approved,Ireland,General Practitioner,3
2010,Approved,Ireland,Graphic Designer,0
2010,Approved,Ireland,Hair or Beauty Salon Manager,3
2010,Approved,Ireland,Hairdresser,0
2010,Approved,Ireland,Horse Trainer,0
2010,Approved,Ireland,Hotel or Motel Manager,0
2010,Approved,Ireland,Human Resource Adviser,3
2010,Approved,Ireland,ICT Business Analyst,0
2010,Approved,Ireland,ICT Project Manager,0
2010,Approved,Ireland,ICT Security Specialist,0
2010,Approved,Ireland,Intelligence Officer,0
2010,Approved,Ireland,Intensive Care Specialist,3
2010,Approved,Ireland,Interior Designer,3
2010,Approved,Ireland,Massage Therapist,0
2010,Approved,Ireland,Mathematician,3
2010,Approved,Ireland,Mechanical Engineer,3
2010,Approved,Ireland,Mechanical Engineering Technician,3
2010,Approved,Ireland,Medical Laboratory Scientist,0
2010,Approved,Ireland,Medical Practitioners nec,0
2010,Approved,Ireland,Medical Radiation Therapist,0
2010,Approved,Ireland,Middle School Teacher (Aus) / Intermediate School Teacher (NZ),3
2010,Approved,Ireland,Multimedia Specialist,0
2010,Approved,Ireland,Network Administrator,0
2010,Approved,Ireland,Newspaper or Periodical Editor,0
2010,Approved,Ireland,Obstetrician and Gynaecologist,3
2010,Approved,Ireland,Osteopath,0
2010,Approved,Ireland,Other Sports Coach or Instructor,3
2010,Approved,Ireland,Painting Trades Worker,3
2010,Approved,Ireland,Personal Assistant,0
2010,Approved,Ireland,Physicist,0
2010,Approved,Ireland,Physiotherapist,6
2010,Approved,Ireland,Plumber (General),0
2010,Approved,Ireland,Primary School Teacher,3
2010,Approved,Ireland,Program or Project Administrator,0
2010,Approved,Ireland,Public Relations Professional,0
2010,Approved,Ireland,Quantity Surveyor,0
2010,Approved,Ireland,Registered Nurse (Critical Care and Emergency),3
2010,Approved,Ireland,Registered Nurse (Medical Practice),3
2010,Approved,Ireland,Registered Nurse (Mental Health),0
2010,Approved,Ireland,Registered Nurse (Perioperative),0
2010,Approved,Ireland,Resident Medical Officer,6
2010,Approved,Ireland,Retail Manager (General),3
2010,Approved,Ireland,Retail Pharmacist,0
2010,Approved,Ireland,Sales and Marketing Manager,3
2010,Approved,Ireland,Sales Representative (Medical and Pharmaceutical Products),0
2010,Approved,Ireland,Secondary School Teacher,3
2010,Approved,Ireland,Secretary (General),3
2010,Approved,Ireland,Social Worker,3
2010,Approved,Ireland,Software and Applications Programmers nec,0
2010,Approved,Ireland,Software Engineer,3
2010,Approved,Ireland,Solid Plasterer,0
2010,Approved,Ireland,Sound Technician,0
2010,Approved,Ireland,Specialist Managers nec,3
2010,Approved,Ireland,Specialist Physician (General Medicine),3
2010,Approved,Ireland,Specialist Physicians nec,0
2010,Approved,Ireland,Speech Pathologist (Aus) / Speech Language Therapist (NZ),0
2010,Approved,Ireland,Supply and Distribution Manager,3
2010,Approved,Ireland,Teacher of English to Speakers of Other Languages,0
2010,Approved,Ireland,Technical Writer,3
2010,Approved,Ireland,Technicians and Trades Workers nec,0
2010,Approved,Ireland,University Lecturer,0
2010,Approved,Ireland,Valuer,0
2010,Approved,Ireland,Veterinarian,0
2010,Approved,Ireland,Wall and Floor Tiler,0
2010,Approved,Ireland,Web Developer,0
2010,Approved,Ireland,Youth Worker,0
2010,Approved,Israel,(not recorded),0
2010,Approved,Israel,Airconditioning and Refrigeration Mechanic,3
2010,Approved,Israel,Chef,0
2010,Approved,Israel,Computer Network and Systems Engineer,3
2010,Approved,Israel,Electronic Equipment Trades Worker,0
2010,Approved,Israel,Fitter-Welder,0
2010,Approved,Israel,General Practitioner,3
2010,Approved,Israel,Graphic Designer,0
2010,Approved,Israel,Hairdresser,0
2010,Approved,Israel,ICT Quality Assurance Engineer,3
2010,Approved,Israel,Medical Diagnostic Radiographer,0
2010,Approved,Israel,Medical Laboratory Technician,0
2010,Approved,Israel,Mixed Crop Farmer,0
2010,Approved,Israel,Pastrycook,3
2010,Approved,Israel,Residential Care Officer,3
2010,Approved,Israel,Systems Analyst,0
2010,Approved,Israel,Technical Director,3
2010,Approved,Italy,Cafe or Restaurant Manager,0
2010,Approved,Italy,Chef,9
2010,Approved,Italy,Chief Information Officer,0
2010,Approved,Italy,Database Administrator,0
2010,Approved,Italy,Environmental Research Scientist,0
2010,Approved,Italy,Fitter-Welder,0
2010,Approved,Italy,Geologist,0
2010,Approved,Italy,ICT Project Manager,3
2010,Approved,Italy,ICT Support Technicians nec,0
2010,Approved,Italy,Importer or Exporter,0
2010,Approved,Italy,Multimedia Designer,3
2010,Approved,Italy,Music Director,0
2010,Approved,Italy,Music Teacher (Private Tuition),0
2010,Approved,Italy,Not Stated,3
2010,Approved,Italy,Production Manager (Manufacturing),0
2010,Approved,Italy,Program or Project Administrator,0
2010,Approved,Italy,Radiation Oncologist,0
2010,Approved,Italy,Sales and Marketing Manager,0
2010,Approved,Italy,Software Engineer,3
2010,Approved,Italy,Supply and Distribution Manager,3
2010,Approved,Italy,Systems Analyst,3
2010,Approved,Italy,Tennis Coach,0
2010,Approved,Italy,University Lecturer,0
2010,Approved,Japan,Accommodation and Hospitality Managers nec,0
2010,Approved,Japan,Accountant (General),3
2010,Approved,Japan,Advertising Specialist,3
2010,Approved,Japan,Baker,0
2010,Approved,Japan,Cafe or Restaurant Manager,6
2010,Approved,Japan,"Camera Operator (Film, Television or Video)",0
2010,Approved,Japan,Carpenter,0
2010,Approved,Japan,Chef,21
2010,Approved,Japan,Chief Executive or Managing Director,3
2010,Approved,Japan,Civil Engineering Technician,0
2010,Approved,Japan,Computer Network and Systems Engineer,0
2010,Approved,Japan,Cook,0
2010,Approved,Japan,Dental Technician,0
2010,Approved,Japan,Dressmaker or Tailor,3
2010,Approved,Japan,Early Childhood (Pre-primary School) Teacher,0
2010,Approved,Japan,Finance Manager,3
2010,Approved,Japan,Graphic Designer,0
2010,Approved,Japan,Hairdresser,3
2010,Approved,Japan,Hotel Service Manager,3
2010,Approved,Japan,Human Resource Adviser,3
2010,Approved,Japan,ICT Quality Assurance Engineer,3
2010,Approved,Japan,ICT Support Technicians nec,3
2010,Approved,Japan,Landscape Gardener,0
2010,Approved,Japan,Management Accountant,3
2010,Approved,Japan,Marketing Specialist,3
2010,Approved,Japan,Massage Therapist,0
2010,Approved,Japan,Minister of Religion,0
2010,Approved,Japan,Motorcycle Mechanic,3
2010,Approved,Japan,Multimedia Designer,3
2010,Approved,Japan,Office Manager,3
2010,Approved,Japan,Panelbeater,3
2010,Approved,Japan,Pastrycook,3
2010,Approved,Japan,Personal Assistant,3
2010,Approved,Japan,Pet Groomer,3
2010,Approved,Japan,Policy and Planning Manager,0
2010,Approved,Japan,Private Tutors and Teachers nec,3
2010,Approved,Japan,Psychotherapist,3
2010,Approved,Japan,Registered Nurse (Aged Care),3
2010,Approved,Japan,Registered Nurse (Medical Practice),3
2010,Approved,Japan,Registered Nurse (Surgical),3
2010,Approved,Japan,Residential Care Officer,0
2010,Approved,Japan,Retail Manager (General),3
2010,Approved,Japan,Roof Tiler,3
2010,Approved,Japan,Sales and Marketing Manager,3
2010,Approved,Japan,Sales Representative (Business Services),0
2010,Approved,Japan,Secretary (General),0
2010,Approved,Japan,Social Worker,3
2010,Approved,Japan,Software and Applications Programmers nec,0
2010,Approved,Japan,Software Engineer,3
2010,Approved,Japan,Structural Engineer,0
2010,Approved,Japan,Supply and Distribution Manager,0
2010,Approved,Japan,Travel Agency Manager,3
2010,Approved,Japan,Vocational Education Teacher (Aus) / Polytechnic Teacher (NZ),0
2010,Approved,Japan,Web Developer,0
2010,Approved,Jordan,Baker,0
2010,Approved,Jordan,Chef,6
2010,Approved,Jordan,Dairy Cattle Farmer,0
2010,Approved,Jordan,Electrician (General),0
2010,Approved,Jordan,Motor Mechanic (General),0
2010,Approved,Jordan,Poultry Farmer,0
2010,Approved,Jordan,Welder (First Class) (Aus) / Welder (NZ),0
2010,Approved,Kenya,Dairy Cattle Farmer,3
2010,Approved,Kenya,Diesel Motor Mechanic,0
2010,Approved,Kenya,Electronic Engineering Technician,0
2010,Approved,Kenya,Enrolled Nurse,0
2010,Approved,Kenya,General Practitioner,0
2010,Approved,Kenya,ICT Support Engineer,0
2010,Approved,Kenya,Life Science Technician,0
2010,Approved,Kenya,Medical Laboratory Scientist,0
2010,Approved,Kenya,Resident Medical Officer,0
2010,Approved,Kenya,Secondary School Teacher,3
2010,Approved,Kenya,Sports Development Officer,0
2010,Approved,Kenya,Student Counsellor,0
2010,Approved,Kenya,University Lecturer,3
2010,Approved,Kiribati,Health Promotion Officer,3
2010,Approved,Kiribati,Secondary School Teacher,0
2010,Approved,Kiribati,Ship's Engineer,3
2010,Approved,Kiribati,Ship's Officer,0
2010,Approved,Latvia,Arts Administrator or Manager,0
2010,Approved,Latvia,Community Worker,0
2010,Approved,Latvia,Registered Nurse (Medical),3
2010,Approved,Latvia,Systems Administrator,0
2010,Approved,Lebanon,Baker,0
2010,Approved,Lebanon,Retail Pharmacist,0
2010,Approved,Lithuania,Dressmaker or Tailor,0
2010,Approved,Lithuania,Fitter-Welder,0
2010,Approved,Lithuania,Medical Laboratory Technician,0
2010,Approved,Luxembourg,Sales and Marketing Manager,0
2010,Approved,Macau,Chemist,3
2010,Approved,Macau,Electronics Engineer,0
2010,Approved,Macau,Engineering Professionals nec,0
2010,Approved,Macedonia,Baker,3
2010,Approved,Macedonia,Cabinetmaker,0
2010,Approved,Macedonia,Cafe or Restaurant Manager,3
2010,Approved,Macedonia,Carpenter,0
2010,Approved,Macedonia,Chef,6
2010,Approved,Macedonia,Cook,3
2010,Approved,Macedonia,Electrician (General),0
2010,Approved,Macedonia,Systems Analyst,3
2010,Approved,Malawi,Accountant (General),0
2010,Approved,Malaysia,(not recorded),3
2010,Approved,Malaysia,Accountant (General),9
2010,Approved,Malaysia,Actuary,0
2010,Approved,Malaysia,Anaesthetist,3
2010,Approved,Malaysia,Anatomist or Physiologist,3
2010,Approved,Malaysia,Architectural Draftsperson,3
2010,Approved,Malaysia,Baker,3
2010,Approved,Malaysia,Bank Worker,0
2010,Approved,Malaysia,Biomedical Engineer,0
2010,Approved,Malaysia,Biotechnologist,3
2010,Approved,Malaysia,Business Broker,0
2010,Approved,Malaysia,Butcher or Smallgoods Maker,3
2010,Approved,Malaysia,Cafe or Restaurant Manager,3
2010,Approved,Malaysia,Carpenter,0
2010,Approved,Malaysia,Carpenter and Joiner,3
2010,Approved,Malaysia,Chef,18
2010,Approved,Malaysia,Chemical Engineer,0
2010,Approved,Malaysia,Chemistry Technician,0
2010,Approved,Malaysia,Chief Information Officer,0
2010,Approved,Malaysia,Civil Engineer,0
2010,Approved,Malaysia,Civil Engineering Draftsperson,0
2010,Approved,Malaysia,Computer Network and Systems Engineer,3
2010,Approved,Malaysia,Cook,3
2010,Approved,Malaysia,Customer Service Manager,3
2010,Approved,Malaysia,Dentist,0
2010,Approved,Malaysia,Developer Programmer,3
2010,Approved,Malaysia,Disabilities Services Officer,3
2010,Approved,Malaysia,Early Childhood (Pre-primary School) Teacher,3
2010,Approved,Malaysia,Education Managers nec,0
2010,Approved,Malaysia,Electrical Engineer,3
2010,Approved,Malaysia,Electronics Engineer,0
2010,Approved,Malaysia,Engineering Manager,3
2010,Approved,Malaysia,Engineering Professionals nec,3
2010,Approved,Malaysia,Environmental Research Scientist,0
2010,Approved,Malaysia,External Auditor,9
2010,Approved,Malaysia,Film and Video Editor,3
2010,Approved,Malaysia,Finance Manager,0
2010,Approved,Malaysia,Financial Institution Branch Manager,0
2010,Approved,Malaysia,Financial Investment Adviser,0
2010,Approved,Malaysia,Food Technologist,3
2010,Approved,Malaysia,Fruit and Vegetable Packer,3
2010,Approved,Malaysia,General Practitioner,3
2010,Approved,Malaysia,Geotechnical Engineer,3
2010,Approved,Malaysia,Graphic Designer,0
2010,Approved,Malaysia,Graphic Pre-press Trades Worker,0
2010,Approved,Malaysia,Hardware Technician,3
2010,Approved,Malaysia,Horse Trainer,0
2010,Approved,Malaysia,"Hospitality, Retail and Service Managers nec",0
2010,Approved,Malaysia,Hotel or Motel Manager,3
2010,Approved,Malaysia,Human Resource Adviser,0
2010,Approved,Malaysia,ICT Business Analyst,3
2010,Approved,Malaysia,ICT Customer Support Officer,6
2010,Approved,Malaysia,ICT Managers nec,0
2010,Approved,Malaysia,ICT Project Manager,0
2010,Approved,Malaysia,ICT Sales Representative,0
2010,Approved,Malaysia,ICT Support Technicians nec,0
2010,Approved,Malaysia,ICT Trainer,0
2010,Approved,Malaysia,Importer or Exporter,3
2010,Approved,Malaysia,Industrial Engineer,0
2010,Approved,Malaysia,Inspectors and Regulatory Officers nec,0
2010,Approved,Malaysia,Judicial and Other Legal Professionals nec,3
2010,Approved,Malaysia,Life Science Technician,0
2010,Approved,Malaysia,Marine Biologist,0
2010,Approved,Malaysia,Marketing Specialist,3
2010,Approved,Malaysia,Massage Therapist,0
2010,Approved,Malaysia,Mechanical Engineering Draftsperson,3
2010,Approved,Malaysia,Mechanical Engineering Technician,3
2010,Approved,Malaysia,Medical Practitioners nec,3
2010,Approved,Malaysia,Minister of Religion,3
2010,Approved,Malaysia,Motor Mechanic (General),3
2010,Approved,Malaysia,Multimedia Designer,0
2010,Approved,Malaysia,Network Administrator,3
2010,Approved,Malaysia,Not Stated/Not elsewhere classified,0
2010,Approved,Malaysia,Office Manager,3
2010,Approved,Malaysia,Ophthalmologist,3
2010,Approved,Malaysia,Painting Trades Worker,3
2010,Approved,Malaysia,Park Ranger,3
2010,Approved,Malaysia,Pastrycook,0
2010,Approved,Malaysia,Private Tutors and Teachers nec,0
2010,Approved,Malaysia,Production Manager (Manufacturing),3
2010,Approved,Malaysia,Production or Plant Engineer,3
2010,Approved,Malaysia,Program or Project Administrator,3
2010,Approved,Malaysia,Quantity Surveyor,6
2010,Approved,Malaysia,Real Estate Representative,0
2010,Approved,Malaysia,Registered Nurse (Surgical),0
2010,Approved,Malaysia,Resident Medical Officer,21
2010,Approved,Malaysia,Retail Manager (General),3
2010,Approved,Malaysia,Retail Pharmacist,0
2010,Approved,Malaysia,Roof Tiler,0
2010,Approved,Malaysia,Sales and Marketing Manager,3
2010,Approved,Malaysia,Secondary School Teacher,0
2010,Approved,Malaysia,Sheetmetal Trades Worker,3
2010,Approved,Malaysia,Software and Applications Programmers nec,0
2010,Approved,Malaysia,Software Engineer,6
2010,Approved,Malaysia,Software Programmer,0
2010,Approved,Malaysia,Special Education Teachers nec,0
2010,Approved,Malaysia,Specialist Managers nec,0
2010,Approved,Malaysia,Statistician,0
2010,Approved,Malaysia,Structural Engineer,3
2010,Approved,Malaysia,Student,3
2010,Approved,Malaysia,Surveyor,3
2010,Approved,Malaysia,Systems Administrator,0
2010,Approved,Malaysia,Telecommunications Engineer,3
2010,Approved,Malaysia,Telecommunications Network Engineer,3
2010,Approved,Malaysia,Telecommunications Technical Officer or Technologist,0
2010,Approved,Malaysia,Telecommunications Technician,0
2010,Approved,Malaysia,Training and Development Professional,0
2010,Approved,Malaysia,Unemployed,0
2010,Approved,Malaysia,University Lecturer,6
2010,Approved,Malaysia,Wall and Floor Tiler,6
2010,Approved,Malaysia,Web Designer,3
2010,Approved,Malaysia,Web Developer,3
2010,Approved,Maldives,Customer Service Manager,0
2010,Approved,Maldives,Enrolled Nurse,3
2010,Approved,Maldives,Registered Nurse (Surgical),3
2010,Approved,Malta,Chef,0
2010,Approved,Malta,ICT Business Analyst,3
2010,Approved,Mauritius,Diesel Motor Mechanic,0
2010,Approved,Mauritius,Electrician (General),0
2010,Approved,Mauritius,Fitter (General),3
2010,Approved,Mauritius,ICT Customer Support Officer,0
2010,Approved,Mauritius,Metal Fabricator,3
2010,Approved,Mauritius,Panelbeater,0
2010,Approved,Mauritius,Prison Officer,0
2010,Approved,Mauritius,Registered Nurse (Aged Care),0
2010,Approved,Mauritius,Registered Nurse (Medical),3
2010,Approved,Mauritius,Registered Nurse (Surgical),3
2010,Approved,Mexico,Chef,0
2010,Approved,Mexico,Community Worker,0
2010,Approved,Mexico,Graphic Designer,0
2010,Approved,Mexico,ICT Customer Support Officer,0
2010,Approved,Mexico,ICT Support Technicians nec,3
2010,Approved,Mexico,Marketing Specialist,0
2010,Approved,Mexico,Software Engineer,3
2010,Approved,Moldova,Electrical Engineering Technician,0
2010,Approved,Mongolia,Accountant (General),3
2010,Approved,Mongolia,Artistic Director,3
2010,Approved,Myanmar,Architect,0
2010,Approved,Myanmar,Chef,3
2010,Approved,Myanmar,Computer Network and Systems Engineer,0
2010,Approved,Myanmar,Early Childhood (Pre-primary School) Teacher,0
2010,Approved,Myanmar,Electronics Engineer,0
2010,Approved,Myanmar,Registered Nurse (Medical),0
2010,Approved,Namibia,Analyst Programmer,0
2010,Approved,Namibia,Fitter and Turner,0
2010,Approved,Nepal,Cafe or Restaurant Manager,0
2010,Approved,Nepal,Chef,6
2010,Approved,Nepal,Cook,3
2010,Approved,Nepal,Dairy Cattle Farmer,3
2010,Approved,Nepal,Electronic Equipment Trades Worker,0
2010,Approved,Nepal,Environmental Manager,0
2010,Approved,Nepal,ICT Support Technicians nec,0
2010,Approved,Nepal,Nurseryperson,3
2010,Approved,Nepal,Organisation and Methods Analyst,0
2010,Approved,Nepal,Software Engineer,0
2010,Approved,Netherlands,(not recorded),0
2010,Approved,Netherlands,Accountant (General),3
2010,Approved,Netherlands,Actuary,3
2010,Approved,Netherlands,Cafe or Restaurant Manager,0
2010,Approved,Netherlands,Carpenter,0
2010,Approved,Netherlands,Chef,3
2010,Approved,Netherlands,Chief Executive or Managing Director,0
2010,Approved,Netherlands,Clinical Psychologist,0
2010,Approved,Netherlands,Community Worker,0
2010,Approved,Netherlands,Computer Network and Systems Engineer,0
2010,Approved,Netherlands,Conference and Event Organiser,3
2010,Approved,Netherlands,Corporate General Manager,0
2010,Approved,Netherlands,Dairy Cattle Farmer,0
2010,Approved,Netherlands,Developer Programmer,3
2010,Approved,Netherlands,Early Childhood (Pre-primary School) Teacher,0
2010,Approved,Netherlands,Electrician (General),0
2010,Approved,Netherlands,Electronics Engineer,0
2010,Approved,Netherlands,Engineering Manager,0
2010,Approved,Netherlands,Environmental Research Scientist,0
2010,Approved,Netherlands,Finance Manager,0
2010,Approved,Netherlands,Floor Finisher,0
2010,Approved,Netherlands,Flower Grower,0
2010,Approved,Netherlands,General Practitioner,0
2010,Approved,Netherlands,Geologist,0
2010,Approved,Netherlands,Hospital Pharmacist,3
2010,Approved,Netherlands,Hotel or Motel Manager,0
2010,Approved,Netherlands,ICT Business Analyst,3
2010,Approved,Netherlands,ICT Business Development Manager,0
2010,Approved,Netherlands,ICT Project Manager,3
2010,Approved,Netherlands,ICT Support Engineer,3
2010,Approved,Netherlands,ICT Systems Test Engineer,0
2010,Approved,Netherlands,Laboratory Manager,3
2010,Approved,Netherlands,Marketing Specialist,3
2010,Approved,Netherlands,Mechanical Engineering Technician,0
2010,Approved,Netherlands,Nurse Manager,0
2010,Approved,Netherlands,Painting Trades Worker,0
2010,Approved,Netherlands,Parole or Probation Officer,0
2010,Approved,Netherlands,Private Tutors and Teachers nec,3
2010,Approved,Netherlands,Production Manager (Manufacturing),0
2010,Approved,Netherlands,Program or Project Administrator,0
2010,Approved,Netherlands,Registered Nurses nec,0
2010,Approved,Netherlands,Retail Manager (General),0
2010,Approved,Netherlands,Safety Inspector,0
2010,Approved,Netherlands,Sales and Marketing Manager,3
2010,Approved,Netherlands,Science Technicians nec,3
2010,Approved,Netherlands,Social Worker,0
2010,Approved,Netherlands,Software Engineer,6
2010,Approved,Netherlands,Specialist Physician (General Medicine),0
2010,Approved,Netherlands,Sports Centre Manager,0
2010,Approved,Netherlands,Statistician,0
2010,Approved,Netherlands,Systems Administrator,0
2010,Approved,Netherlands,Technicians and Trades Workers nec,0
2010,Approved,Netherlands,Telecommunications Network Engineer,0
2010,Approved,Netherlands,Travel Consultant,3
2010,Approved,Netherlands,University Lecturer,3
2010,Approved,Netherlands,Veterinarian,0
2010,Approved,Netherlands,Web Developer,3
2010,Approved,Nigeria,Call or Contact Centre Team Leader,0
2010,Approved,Nigeria,General Practitioner,0
2010,Approved,Nigeria,Kohanga Reo Kaiawhina,0
2010,Approved,Nigeria,Psychiatrist,0
2010,Approved,Nigeria,Registered Nurse (Medical),3
2010,Approved,Nigeria,Student,3
2010,Approved,Norway,Medical Diagnostic Radiographer,3
2010,Approved,Pakistan,Accountant (General),0
2010,Approved,Pakistan,Baker,3
2010,Approved,Pakistan,Cafe or Restaurant Manager,3
2010,Approved,Pakistan,"Camera Operator (Film, Television or Video)",3
2010,Approved,Pakistan,Chef,0
2010,Approved,Pakistan,Chemist,3
2010,Approved,Pakistan,Child Care Centre Manager,0
2010,Approved,Pakistan,Computer Network and Systems Engineer,3
2010,Approved,Pakistan,Corporate Services Manager,0
2010,Approved,Pakistan,Electronic Engineering Technician,0
2010,Approved,Pakistan,External Auditor,0
2010,Approved,Pakistan,Fitter-Welder,0
2010,Approved,Pakistan,General Practitioner,3
2010,Approved,Pakistan,Geologist,3
2010,Approved,Pakistan,Hardware Technician,3
2010,Approved,Pakistan,Hotel Service Manager,3
2010,Approved,Pakistan,ICT Business Analyst,0
2010,Approved,Pakistan,ICT Customer Support Officer,3
2010,Approved,Pakistan,ICT Managers nec,0
2010,Approved,Pakistan,ICT Project Manager,3
2010,Approved,Pakistan,ICT Support Technicians nec,3
2010,Approved,Pakistan,Industrial Designer,3
2010,Approved,Pakistan,Motor Mechanic (General),0
2010,Approved,Pakistan,Other Sports Coach or Instructor,0
2010,Approved,Pakistan,Resident Medical Officer,6
2010,Approved,Pakistan,Retail Manager (General),3
2010,Approved,Pakistan,Sales and Marketing Manager,0
2010,Approved,Pakistan,Software Engineer,3
2010,Approved,Pakistan,Software Tester,0
2010,Approved,Pakistan,Student,0
2010,Approved,Pakistan,Supply and Distribution Manager,3
2010,Approved,Pakistan,University Lecturer,3
2010,Approved,Pakistan,University Tutor,0
2010,Approved,Pakistan,Waiter,0
2010,Approved,Pakistan,Web Developer,0
2010,Approved,Palestine,Civil Engineering Technician,0
2010,Approved,Palestine,Multimedia Specialist,3
2010,Approved,Palestine,Resident Medical Officer,3
2010,Approved,Palestine,University Lecturer,3
2010,Approved,Papua New Guinea,(not recorded),3
2010,Approved,Papua New Guinea,Aircraft Maintenance Engineer (Avionics),0
2010,Approved,Papua New Guinea,Earth Science Technician,3
2010,Approved,Papua New Guinea,Electrician (General),0
2010,Approved,Papua New Guinea,External Auditor,0
2010,Approved,Papua New Guinea,ICT Customer Support Officer,0
2010,Approved,Papua New Guinea,Internal Auditor,0
2010,Approved,Papua New Guinea,Panelbeater,0
2010,Approved,Paraguay,Developer Programmer,0
2010,Approved,Peru,Food Technologist,3
2010,Approved,Peru,ICT Project Manager,3
2010,Approved,Peru,Roof Tiler,0
2010,Approved,Philippines,(not recorded),6
2010,Approved,Philippines,Accommodation and Hospitality Managers nec,0
2010,Approved,Philippines,Accountant,3
2010,Approved,Philippines,Accountant (General),12
2010,Approved,Philippines,Accounts Clerk,0
2010,Approved,Philippines,Advertising Specialist,0
2010,Approved,Philippines,Aged or Disabled Carer,3
2010,Approved,Philippines,Agricultural Technician,0
2010,Approved,Philippines,Airconditioning and Refrigeration Mechanic,3
2010,Approved,Philippines,Aircraft Maintenance Engineer (Mechanical),0
2010,Approved,Philippines,Aluminium Joiner,3
2010,Approved,Philippines,Analyst Programmer,0
2010,Approved,Philippines,Anatomist or Physiologist,0
2010,Approved,Philippines,Apiarist,6
2010,Approved,Philippines,Architectural Draftsperson,6
2010,Approved,Philippines,"Architectural, Building and Surveying Technicians nec",0
2010,Approved,Philippines,"Art Director (Film, Television or Stage)",3
2010,Approved,Philippines,Audiologist,3
2010,Approved,Philippines,Automotive Electrician,0
2010,Approved,Philippines,Baker,21
2010,Approved,Philippines,Beef Cattle Farm Worker,3
2010,Approved,Philippines,Biochemist,3
2010,Approved,Philippines,Biotechnologist,3
2010,Approved,Philippines,Boat Builder and Repairer,3
2010,Approved,Philippines,Bookkeeper,3
2010,Approved,Philippines,Building and Engineering Technicians nec,0
2010,Approved,Philippines,Building Inspector,0
2010,Approved,Philippines,Building Insulation Installer,3
2010,Approved,Philippines,Business Machine Mechanic,6
2010,Approved,Philippines,Butcher or Smallgoods Maker,0
2010,Approved,Philippines,Cabinetmaker,6
2010,Approved,Philippines,Cabler (Data and Telecommunications),0
2010,Approved,Philippines,Cafe or Restaurant Manager,18
2010,Approved,Philippines,Call or Contact Centre Operator,0
2010,Approved,Philippines,Call or Contact Centre Team Leader,3
2010,Approved,Philippines,Carpenter,0
2010,Approved,Philippines,Chef,30
2010,Approved,Philippines,Chemical Engineer,0
2010,Approved,Philippines,Chemical Plant Operator,3
2010,Approved,Philippines,Chemist,3
2010,Approved,Philippines,Chemistry Technician,3
2010,Approved,Philippines,Chief Executive or Managing Director,3
2010,Approved,Philippines,Civil Engineer,9
2010,Approved,Philippines,Civil Engineering Draftsperson,6
2010,Approved,Philippines,Civil Engineering Technician,3
2010,Approved,Philippines,Clerical and Administrative Workers nec,3
2010,Approved,Philippines,Clinical Psychologist,0
2010,Approved,Philippines,Clothing Patternmaker,0
